序号,行政区划代码,模板填写行政区划名称,单位名称,组织机构编码,法人代表,联系人,联系电话,单位地址,单位类型,经济类型,所属行业,产业类别,自主创业情况,就业总人数,需求人数
6084,431103102227,永州市普利桥镇普利桥镇工商所,永州市盛丰五金饰品厂,780884977,蒋石生,蒋石生,8612557,普利桥镇工商所,,,其他,,,5,5
1858,4311030101,冷水滩区梅湾街道三多亭社区,永州市冷水滩欧之光照明有限公司,785387056,欧阳俊卿,,13974618486,百业街,企业,股份合作,居民服务其它服务业,第三产业,,5,5
542,4311030106,冷水滩区梅湾街道梅湾路社区,永州市时讯科技发展有限公司,788014124,文伟,,8338988,双洲路,企业,个体经营,信息、计算机,第三产业,,5,5
6030,431103102213,永州市普利桥镇石马村,永州市冷水滩区崇旺煤矿,790342602,唐小波,唐小波,8521438,石马村,,,其他,,,5,5
1869,4311030101,冷水滩区梅湾街道三多亭社区,永州市冷水滩广源印刷物资有限责任公司,794741440,雷爱正,,2817986,百业街,企业,股份合作,其他,第三产业,,5,5
2017,4311032201,冷水滩区曲河街道曲河村委会,永州市东来汽车贸易有限责任公司,799130745,汤辉荣,汤辉荣,8371599,,企业,私营股份有限（公司）,批发零售,第三产业,其他,5,5
177,431103210201,市内凤凰街道渡假村社区,永州德宇彩色印刷有限公司,799137701,蒋秀君,蒋秀君,15307465588,荷花路,个体工商户,私营股份有限（公司）,制造,第二产业,其他,5,5
1995,4311032206,冷水滩区曲河街道逸云路社区居委会,郴州广顺汽车服务有限公司永州分公司,799139416,邓力荣,邓力荣,,,企业,私营股份有限（公司）,其他,第三产业,其他,5,5
1030,4311030105,冷水滩区梅湾街道翠竹园社区,永州市地震局,799148494,张泉,,8332527,翠竹路,事业单位,国有全资,科学技术地质勘查,第三产业,,5,5
1033,4311030105,冷水滩区梅湾街道翠竹园社区,永州雷鸣企业形象策划有限公司,799149497,石敦议,,6181011,育才路,企业,股份合作,居民服务其它服务业,第三产业,,5,5
2723,431103030301,冷水滩区梧桐街道白竹路社区,永州冷水滩潇湘农村商业银行梧桐支行,888441916,刘继朝,刘继朝,8217172,车站路97号,事业单位,国有全资,金融,第三产业,,5,5
6007,431103102200,永州市普利桥镇杉木桥村,冷水滩区普利桥农村信用合作社杉木桥分社,888441991,雷庆祥,雷庆祥,8612281,杉木桥村,,,其他,,,5,5
1765,431103007008,永州市珊瑚街道凌云居委会,冷水滩区苗圃加油站,888448287,李子青,李子青,13762971209,苗圃农家楼,企业,,,第一产业,,5,5
1741,431103210401,永州市凤凰街道湖塘路社区,恒康药品零售连锁有限公司本部,7347489713,赵亚辉,赵亚辉,8413120,桃源路,企业,私营股份有限（公司）,批发零售,第三产业,,5,5
6982,431103102238,永州市普利桥镇普利桥镇,水果蔬菜店,431103102238,石钟华,石钟华,13874701209,普利桥街,,,其他,,,5,5
6983,431103102239,永州市普利桥镇普利桥镇,服装店,431103102239,唐为,唐为,13574607816,普利桥街居民楼,,,其他,,,5,5
6984,431103102240,永州市普利桥镇普利桥镇,潘前学理发店,431103102240,潘前学,潘前学,15574610728,冷水滩区普利桥镇普利街正中心段,,,其他,,,5,5
6985,431103102241,永州市普利桥镇普利桥镇,好利来蛋糕店,431103102241,王连义,王连义,13762992074,普利桥镇普利街东,,,其他,,,5,5
6986,431103102242,永州市普利桥镇普利桥镇,冯吉三花圈店,431103102242,冯吉三,冯吉三,13874708694,冷水滩区普利桥镇普利街正中心段,,,其他,,,5,5
6987,431103102243,永州市普利桥镇普利桥镇,冯氏百货,431103102243,成时,成时,07468612235,冷水滩区普利桥镇普利街正中心段,,,其他,,,5,5
6988,431103102244,永州市普利桥镇普利桥镇,美娇副食店,431103102244,张美娇,张美娇,15074683934,冷水滩区普利桥镇普利街正中心段,,,其他,,,5,5
6989,431103102245,永州市普利桥镇普利桥镇,普利桥老街居家家具行,431103102245,周老板,周老板,13974621579,冷水滩区普利桥镇普利街正中心段,,,其他,,,5,5
6990,431103102246,永州市普利桥镇普利桥镇,老街理发店,431103102246,周进步,周进步,13874781315,冷水滩区普利桥镇普利街正中心段,,,其他,,,5,5
6991,431103102247,永州市普利桥镇普利桥镇,王东山日杂店,431103102247,王东山,王东山,15874631245,普利桥镇普利街东,,,其他,,,5,5
6992,431103102248,永州市普利桥镇普利桥镇,腾会家电维修,431103102248,朱标,朱标,15274602872,冷水滩区普利桥镇普利街正中心段,,,其他,,,5,5
6993,431103102249,永州市普利桥镇普利桥镇,钟米林家具店,431103102249,钟米林,钟米林,13637466598,冷水滩区普利桥镇普利街正中心段,,,其他,,,5,5
6994,431103102250,永州市普利桥镇普利桥镇,服装店,431103102250,唐兰华,唐兰华,13574607809,普利桥街居民楼,,,其他,,,5,5
6995,431103102251,永州市普利桥镇普利桥镇,步步高皮鞋超市,431103102251,周进武,周进武,18774682243,普利桥镇普利街东,,,其他,,,5,5
6996,431103102252,永州市普利桥镇普利桥镇,冯德文理发店,431103102252,冯德文,冯德文,13574670246,普利桥镇普利街东,,,其他,,,5,5
6997,431103102253,永州市普利桥镇普利桥镇,吕美香烟店,431103102253,吕美香,吕美香,18074603419,冷水滩区普利桥镇普利街正中心段,,,其他,,,5,5
6998,431103102254,永州市普利桥镇普利桥镇,仟家连锁超市潘小刚加盟店,431103102254,潘小刚,潘小刚,13762962356,冷水滩区普利桥镇普利街正中心段,,,其他,,,5,5
6999,431103102255,永州市普利桥镇普利桥镇,时代精品屋,431103102255,王小桥,王小桥,07468612482,普利桥镇普利街东,,,其他,,,5,5
7000,431103102256,永州市普利桥镇普利桥镇,金为锌刚,431103102256,艾海罗,艾海罗,13907461488,冷水滩区普利桥镇普利街正中心段,,,其他,,,5,5
7001,431103102257,永州市普利桥镇普利桥镇,潘小艳打印店,431103102257,潘小艳,潘小艳,07468612543,冷水滩区普利桥镇普利街正中心段,,,其他,,,5,5
7002,431103102258,永州市普利桥镇普利桥镇,宇安门业,431103102258,杨晖,杨晖,8613088,冷水滩区普利桥镇普利街正中心段,,,其他,,,5,5
7003,431103102259,永州市普利桥镇普利桥镇,朱花荣早餐店,431103102259,朱花荣,朱花荣,13974612612,冷水滩区普利桥镇普利街正中心段,,,其他,,,5,5
7004,431103102260,永州市普利桥镇普利桥镇,秋花副食店,431103102260,冯德益,冯德益,07468612413,冷水滩区普利桥镇普利街正中心段,,,其他,,,5,5
7005,431103102261,永州市普利桥镇普利桥镇,邵阳姐妹超市,431103102261,何看明,何看明,13874708003,普利桥街,,,其他,,,5,5
7006,431103102262,永州市普利桥镇普利桥镇,邮政便民服务站,431103102262,潘小艳,潘小艳,18074603419,冷水滩区普利桥镇普利街正中心段,,,其他,,,5,5
7007,431103102263,永州市普利桥镇普利桥镇,潘清军,431103102263,潘清军早餐店,潘清军早餐店,15116559863,冷水滩区普利桥镇普利街正中心段,,,其他,,,5,5
7008,431103102264,永州市普利桥镇普利桥镇,振升铝材,431103102264,周晓辉,周晓辉,13907461488,冷水滩区普利桥镇普利街正中心段,,,其他,,,5,5
7009,431103102265,永州市普利桥镇普利桥镇,海利不锈钢管,431103102265,朱立环,朱立环,15869958829,冷水滩区普利桥镇普利街正中心段,,,其他,,,5,5
7010,431103102266,永州市普利桥镇普利桥镇,何金娥小卖部,431103102266,何金娥,何金娥,07468612269,冷水滩区普利桥镇普利街正中心段,,,其他,,,5,5
7011,431103102267,永州市普利桥镇普利桥镇,王勇早餐店,431103102267,王勇,王勇,1370746898,冷水滩区普利桥镇普利街正中心段,,,其他,,,5,5
7012,431103102268,永州市普利桥镇普利桥镇,潘前勇副食鞭炮店,431103102268,潘前勇,潘前勇,15974090209,冷水滩区普利桥镇普利街正中心段,,,其他,,,5,5
7013,431103102269,永州市普利桥镇普利桥镇,中国人寿办理点,431103102269,无名陈,无名陈,07468612558,冷水滩区普利桥镇普利街正中心段,,,其他,,,5,5
7014,431103102270,永州市普利桥镇普利桥镇,株洲服装店,431103102270,陈艳,陈艳,13973491107,普利桥镇普利街东,,,其他,,,5,5
7015,431103102271,永州市普利桥镇普利桥镇,深思节能灯,431103102271,阳鹏,阳鹏,18974659160,冷水滩区普利桥镇普利街正中心段,,,其他,,,5,5
7016,431103102272,永州市普利桥镇普利桥镇,猪肉店,431103102272,阳应笑,阳应笑,13974605218,普利桥街居民楼,,,其他,,,5,5
7017,431103102273,永州市普利桥镇普利桥镇,服装店,431103102273,周魁丹,周魁丹,13135228716,普利桥街,,,其他,,,5,5
7018,431103102274,永州市普利桥镇普利桥镇,水果蔬菜店,431103102274,周顺田,周顺田,8612981,普利桥街,,,其他,,,5,5
7019,431103102275,永州市普利桥镇普利桥镇,水果蔬菜店,431103102275,唐祖云,唐祖云,8793005,普利桥街,,,其他,,,5,5
7020,431103102276,永州市普利桥镇普利桥镇,家具店,431103102276,罗洪彩,罗洪彩,13574615802,普利桥街,,,其他,,,5,5
7021,431103102277,永州市普利桥镇普利桥镇,水果蔬菜店,431103102277,周满玉,周满玉,13135279806,普利桥街,,,其他,,,5,5
7022,431103102278,永州市普利桥镇普利桥镇,水果蔬菜店,431103102278,周满玉,周满玉,8612786,普利桥街,,,其他,,,5,5
7023,431103102279,永州市普利桥镇普利桥镇,水果蔬菜店,431103102279,周进建,周进建,8627381,普利桥街,,,其他,,,5,5
7024,431103102280,永州市普利桥镇普利桥镇,水果蔬菜店,431103102280,罗辉华,罗辉华,1323522719,普利桥街,,,其他,,,5,5
7025,431103102281,永州市普利桥镇普利桥镇,服装店,431103102281,罗新民,罗新民,13574612890,普利桥街,,,其他,,,5,5
7026,431103102282,永州市普利桥镇普利桥镇,水果蔬菜店,431103102282,罗洪品,罗洪品,13974093624,普利桥街,,,其他,,,5,5
7027,431103102283,永州市普利桥镇普利桥镇,杂货店,431103102283,艾六英,艾六英,8612073,普利桥街,,,其他,,,5,5
7028,431103102284,永州市普利桥镇普利桥镇,水果蔬菜店,431103102284,周相知,周相知,1397465218,普利桥街,,,其他,,,5,5
7029,431103102285,永州市普利桥镇普利桥镇,水果蔬菜店,431103102285,冯银香,冯银香,13135226892,普利桥街,,,其他,,,5,5
7030,431103102286,永州市普利桥镇普利桥镇,水果蔬菜店,431103102286,冯可荣,冯可荣,13574628963,普利桥街,,,其他,,,5,5
7031,431103102287,永州市普利桥镇普利桥镇,家具店,431103102287,罗新民,罗新民,1320476983,普利桥街,,,其他,,,5,5
7032,431103102288,永州市普利桥镇普利桥镇,服装店,431103102288,周顺友,周顺友,8627409,普利桥街,,,其他,,,5,5
7033,431103102289,永州市普利桥镇普利桥镇,水果蔬菜店,431103102289,冯吉砖,冯吉砖,13135227641,普利桥街,,,其他,,,5,5
7034,431103102290,永州市普利桥镇普利桥镇,水果货摊店,431103102290,周芳苏,周芳苏,13875751110,普利桥街,,,其他,,,5,5
7035,431103102291,永州市普利桥镇普利桥镇,水果蔬菜店,431103102291,吕绍金,吕绍金,13574613680,普利桥街,,,其他,,,5,5
7036,431103102292,永州市普利桥镇普利桥镇,水果蔬菜店,431103102292,蒋大勇,蒋大勇,8612723,普利桥街,,,其他,,,5,5
7037,431103102293,永州市普利桥镇普利桥镇,水果蔬菜店,431103102293,唐洪让,唐洪让,8214753,普利桥街,,,其他,,,5,5
7038,431103102294,永州市普利桥镇普利桥镇,钟老九卖肉,431103102294,钟老九,钟老九,07468796698,普利桥街,,,其他,,,5,5
7039,431103102295,永州市普利桥镇普利桥镇,水果蔬菜店,431103102295,冯详友,冯详友,13874612580,普利桥街,,,其他,,,5,5
7040,431103102296,永州市普利桥镇普利桥镇,水果货摊,431103102296,阳城解,阳城解,13574625869,普利桥街,,,其他,,,5,5
7041,431103102297,永州市普利桥镇普利桥镇,水果货摊店,431103102297,何良先,何良先,13874610768,普利桥街,,,其他,,,5,5
7042,431103102298,永州市普利桥镇普利桥镇,水果蔬菜店,431103102298,蒋易详,蒋易详,8617120,普利桥街,,,其他,,,5,5
7043,431103102299,永州市普利桥镇普利桥镇,水果蔬菜店,431103102299,杨克团,杨克团,8612806,普利桥街,,,其他,,,5,5
7044,431103102300,永州市普利桥镇普利桥镇,水果店,431103102300,唐志明,唐志明,15576760542,普利桥街,,,其他,,,5,5
7045,431103102301,永州市普利桥镇普利桥镇,水果店,431103102301,吕方四,吕方四,13974605864,普利桥街,,,其他,,,5,5
7046,431103102302,永州市普利桥镇普利桥镇,日用品货摊,431103102302,蒋先午,蒋先午,14786383698,普利桥街,,,其他,,,5,5
7047,431103102303,永州市普利桥镇普利桥镇,邓欲柏水果店,431103102303,邓欲柏,邓欲柏,8612581,普利桥街,,,其他,,,5,5
7048,431103102304,永州市普利桥镇普利桥镇,水果店,431103102304,龙详军,龙详军,14786384756,普利桥街,,,其他,,,5,5
7049,431103102305,永州市普利桥镇普利桥镇,肉制品店,431103102305,周冬梅,周冬梅,1874069071,普利桥街,,,其他,,,5,5
7050,431103102306,永州市普利桥镇普利桥镇,水果蔬菜店,431103102306,邓志杰,邓志杰,8612473,普利桥街,,,其他,,,5,5
7051,431103102307,永州市普利桥镇普利桥镇,服装店,431103102307,李文俊,李文俊,13574612683,普利桥街,,,其他,,,5,5
7052,431103102308,永州市普利桥镇普利桥镇,家具店,431103102308,贺小玉,贺小玉,13973471701,普利桥街,,,其他,,,5,5
7053,431103102309,永州市普利桥镇普利桥镇,水果货摊店,431103102309,周顺权,周顺权,13873471546,普利桥街,,,其他,,,5,5
7054,431103102310,永州市普利桥镇普利桥镇,水果蔬菜店,431103102310,周进德,周进德,13974677775,普利桥街,,,其他,,,5,5
7055,431103102311,永州市普利桥镇普利桥镇,小商品货摊,431103102311,杨洁峰,杨洁峰,8612071,普利桥街,,,其他,,,5,5
7056,431103102312,永州市普利桥镇普利桥镇,水果货摊店,431103102312,周芳稳,周芳稳,13617460603,普利桥街,,,其他,,,5,5
7057,431103102313,永州市普利桥镇普利桥镇,服装店,431103102313,潘长贵,潘长贵,8612472,普利桥街,,,其他,,,5,5
7058,431103102314,永州市普利桥镇普利桥镇,水果蔬菜店,431103102314,杨纯文,杨纯文,8612743,普利桥街,,,其他,,,5,5
7059,431103102315,永州市普利桥镇普利桥镇,家具店,431103102315,吕芳力,吕芳力,8612476,普利桥街,,,其他,,,5,5
7060,431103102316,永州市普利桥镇普利桥镇,猪肉店,431103102316,唐邵德,唐邵德,13357280631,普利桥街,,,其他,,,5,5
7061,431103102317,永州市普利桥镇普利桥镇,服装店,431103102317,唐密,唐密,8612897,普利桥街,,,其他,,,5,5
7062,431103102318,永州市普利桥镇普利桥镇,水果蔬菜店,431103102318,周进塞,周进塞,13874619836,普利桥街,,,其他,,,5,5
7063,431103102319,永州市普利桥镇普利桥镇,水果货摊,431103102319,杨怀钟,杨怀钟,13973471220,普利桥街,,,其他,,,5,5
7064,431103102320,永州市普利桥镇普利桥镇,豆腐店,431103102320,周芳军,周芳军,13973471708,普利桥街,,,其他,,,5,5
7065,431103102321,永州市普利桥镇普利桥镇,服装货摊店,431103102321,陈先雨,陈先雨,13874619865,普利桥街,,,其他,,,5,5
7066,431103102322,永州市普利桥镇普利桥镇,水果货摊店,431103102322,阳德军,阳德军,13274615476,普利桥街,,,其他,,,5,5
7067,431103102323,永州市普利桥镇普利桥镇,水果蔬菜店,431103102323,杨克师,杨克师,8617446,普利桥街,,,其他,,,5,5
7068,431103102324,永州市普利桥镇普利桥镇,水果货摊,431103102324,冯林国,冯林国,15367519865,普利桥街,,,其他,,,5,5
7069,431103102325,永州市普利桥镇普利桥镇,猪肉店,431103102325,唐海杉,唐海杉,13274612580,普利桥街,,,其他,,,5,5
7070,431103102326,永州市普利桥镇普利桥镇,家具店,431103102326,潘长国,潘长国,13474612583,普利桥街,,,其他,,,5,5
7071,431103102327,永州市普利桥镇普利桥镇,蛋糕店,431103102327,阳英刚,阳英刚,13874086753,普利桥街,,,其他,,,5,5
7072,431103102328,永州市普利桥镇普利桥镇,水果蔬菜店,431103102328,范翔,范翔,8612048,普利桥街,,,其他,,,5,5
7073,431103102329,永州市普利桥镇普利桥镇,水果蔬菜店,431103102329,周辉,周辉,13874701382,普利桥街,,,其他,,,5,5
7074,431103102330,永州市普利桥镇普利桥镇,水果店,431103102330,吕芳余,吕芳余,86120741,普利桥街,,,其他,,,5,5
7075,431103102331,永州市普利桥镇普利桥镇,旧货店,431103102331,周进视,周进视,13874701895,普利桥街,,,其他,,,5,5
7076,431103102332,永州市普利桥镇普利桥镇,水果蔬菜店,431103102332,唐宾贵,唐宾贵,8617176,普利桥街,,,其他,,,5,5
7077,431103102333,永州市普利桥镇普利桥镇,服装店,431103102333,邓欲海,邓欲海,8793196,普利桥街,,,其他,,,5,5
7078,431103102334,永州市普利桥镇普利桥镇,水果店货摊,431103102334,文桂,文桂,13874785748,普利桥街,,,其他,,,5,5
7079,431103102335,永州市普利桥镇普利桥镇,水果货摊,431103102335,黄玉香,黄玉香,13874698764,普利桥街,,,其他,,,5,5
7080,431103102336,永州市普利桥镇普利桥镇,日用品货摊,431103102336,蒋星,蒋星,8612471,普利桥街,,,其他,,,5,5
7081,431103102337,永州市普利桥镇普利桥镇,豆腐店,431103102337,席玉英,席玉英,8612857,普利桥街,,,其他,,,5,5
7082,431103102338,永州市普利桥镇普利桥镇,服装店,431103102338,冯志荣,冯志荣,1357046315,普利桥街居民楼,,,其他,,,5,5
7083,431103102339,永州市普利桥镇普利桥镇,日用品货摊,431103102339,陈小东,陈小东,8612708,普利桥街,,,其他,,,5,5
7084,431103102340,永州市普利桥镇普利桥镇,水果货摊店,431103102340,周芳书,周芳书,15674601015,普利桥街,,,其他,,,5,5
7085,431103102341,永州市普利桥镇普利桥镇,水果货摊店,431103102341,周诚让,周诚让,15807498884,普利桥街,,,其他,,,5,5
7086,431103102342,永州市普利桥镇普利桥镇,水果蔬菜店,431103102342,莫四凤,莫四凤,8219147,普利桥街,,,其他,,,5,5
7087,431103102343,永州市普利桥镇普利桥镇,日用品店,431103102343,杨德纯,杨德纯,8219158,普利桥街,,,其他,,,5,5
7088,431103102344,永州市普利桥镇普利桥镇,服装店,431103102344,吕胜利,吕胜利,8216744,普利桥街,,,其他,,,5,5
7089,431103102345,永州市普利桥镇普利桥镇,水果蔬菜店,431103102345,唐兴华,唐兴华,13574071581,普利桥街,,,其他,,,5,5
7090,431103102346,永州市普利桥镇普利桥镇,服装店,431103102346,龙开刚,龙开刚,8246789,普利桥街,,,其他,,,5,5
7091,431103102347,永州市普利桥镇普利桥镇,日用品货摊,431103102347,潘清令,潘清令,13574612574,普利桥街,,,其他,,,5,5
7092,431103102348,永州市普利桥镇普利桥镇,水果蔬菜店,431103102348,周进坤,周进坤,15111616854,普利桥街,,,其他,,,5,5
7093,431103102349,永州市普利桥镇普利桥镇,肖公平猪肉店,431103102349,肖公平,肖公平,13574618503,普利桥街,,,其他,,,5,5
7094,431103102350,永州市普利桥镇普利桥镇,猪肉店,431103102350,唐科武,唐科武,13974603580,普利桥街,,,其他,,,5,5
7095,431103102351,永州市普利桥镇普利桥镇,水果蔬菜店,431103102351,龙先德,龙先德,13574608531,普利桥街,,,其他,,,5,5
7096,431103102352,永州市普利桥镇普利桥镇,水果货摊店,431103102352,李柱林,李柱林,13874350214,普利桥街,,,其他,,,5,5
7097,431103102353,永州市普利桥镇普利桥镇,水果货摊店,431103102353,周芳社,周芳社,13874351475,普利桥街,,,其他,,,5,5
7098,431103102354,永州市普利桥镇普利桥镇,水果蔬菜店,431103102354,奉云极,奉云极,13207468004,普利桥街,,,其他,,,5,5
7099,431103102355,永州市普利桥镇普利桥镇,水果蔬菜店,431103102355,江中相,江中相,8793192,普利桥街,,,其他,,,5,5
7100,431103102356,永州市普利桥镇普利桥镇,水果货摊,431103102356,龙明明,龙明明,13204952330,普利桥街,,,其他,,,5,5
7101,431103102357,永州市普利桥镇普利桥镇,豆腐店,431103102357,王小桥,王小桥,86121742,普利桥街,,,其他,,,5,5
7102,431103102358,永州市普利桥镇普利桥镇,日用品货摊,431103102358,曾勇,曾勇,8612572,普利桥街,,,其他,,,5,5
7103,431103102359,永州市普利桥镇普利桥镇,水果货摊,431103102359,冯详志,冯详志,8612444,普利桥街,,,其他,,,5,5
7104,431103102360,永州市普利桥镇普利桥镇,水果蔬菜店,431103102360,莫三华,莫三华,8612475,普利桥街,,,其他,,,5,5
7105,431103102361,永州市普利桥镇普利桥镇,旧铁货零售,431103102361,潘亚平,潘亚平,13974603690,普利桥街,,,其他,,,5,5
7106,431103102362,永州市普利桥镇普利桥镇,水果蔬菜店,431103102362,周进左,周进左,13874610825,普利桥街,,,其他,,,5,5
7107,431103102363,永州市普利桥镇普利桥镇,水果货摊,431103102363,阳新,阳新,8212745,普利桥街,,,其他,,,5,5
7108,431103102364,永州市普利桥镇普利桥镇,水果货摊,431103102364,郭旭东,郭旭东,8612589,普利桥街,,,其他,,,5,5
7109,431103102365,永州市普利桥镇普利桥镇,家具店,431103102365,杨克仁,杨克仁,8612582,普利桥街,,,其他,,,5,5
7110,431103102366,永州市普利桥镇普利桥镇,家具店,431103102366,陈启友,陈启友,8612580,普利桥街,,,其他,,,5,5
7111,431103102367,永州市普利桥镇普利桥镇,水果店,431103102367,杨祖刚,杨祖刚,8215147,普利桥街,,,其他,,,5,5
7112,431103102368,永州市普利桥镇普利桥镇,小商品货摊,431103102368,罗先德,罗先德,8612078,普利桥街,,,其他,,,5,5
7113,431103102369,永州市普利桥镇普利桥镇,服装店,431103102369,周芳柏,周芳柏,8612871,普利桥街,,,其他,,,5,5
7114,431103102370,永州市普利桥镇普利桥镇,猪肉店,431103102370,邓后砖,邓后砖,8618074,普利桥街,,,其他,,,5,5
7115,431103102371,永州市普利桥镇普利桥镇,水果蔬菜店,431103102371,曾翠娇,曾翠娇,8793125,普利桥街,,,其他,,,5,5
7116,431103102372,永州市普利桥镇普利桥镇,吕海龙猪肉店,431103102372,吕海龙,吕海龙,13874709620,普利桥街,,,其他,,,5,5
7117,431103102373,永州市普利桥镇普利桥镇,服装店,431103102373,唐军,唐军,13874615804,普利桥街,,,其他,,,5,5
7118,431103102374,永州市普利桥镇普利桥镇,水果货摊店,431103102374,吕绍德,吕绍德,13707461724,普利桥街,,,其他,,,5,5
7119,431103102375,永州市普利桥镇普利桥镇,服装店,431103102375,贺治东,贺治东,8612074,普利桥街,,,其他,,,5,5
7120,431103102376,永州市普利桥镇普利桥镇,服装店,431103102376,唐开虎,唐开虎,8618037,普利桥街,,,其他,,,5,5
7121,431103102377,永州市普利桥镇普利桥镇,小商品货摊,431103102377,杨纯银,杨纯银,8612087,普利桥街,,,其他,,,5,5
7122,431103102378,永州市普利桥镇普利桥镇,服装店,431103102378,周顺军,周顺军,13974611966,普利桥街,,,其他,,,5,5
7123,431103102379,永州市普利桥镇普利桥镇,水果蔬菜店,431103102379,王锡刚,王锡刚,8617156,普利桥街,,,其他,,,5,5
7124,431103102380,永州市普利桥镇普利桥镇,水果货摊店,431103102380,吕明扬,吕明扬,13974611988,普利桥街,,,其他,,,5,5
7125,431103102381,永州市普利桥镇普利桥镇,水果蔬菜店,431103102381,蒋年旦,蒋年旦,13574605498,普利桥街,,,其他,,,5,5
7126,431103102382,永州市普利桥镇普利桥镇,水果店,431103102382,李良军,李良军,8612582,普利桥街,,,其他,,,5,5
7127,431103102383,永州市普利桥镇普利桥镇,水果蔬菜店,431103102383,杨成荣,杨成荣,13974608395,普利桥街,,,其他,,,5,5
7128,431103102384,永州市普利桥镇普利桥镇,水果货摊,431103102384,蒋明钟,蒋明钟,13187102347,普利桥街,,,其他,,,5,5
7129,431103102385,永州市普利桥镇普利桥镇,服装店,431103102385,潘长贵,潘长贵,13574608353,普利桥街,,,其他,,,5,5
7130,431103102386,永州市普利桥镇普利桥镇,家具店,431103102386,莫子发,莫子发,14786383960,普利桥街,,,其他,,,5,5
7131,431103102387,永州市普利桥镇普利桥镇,水果蔬菜店,431103102387,李德炎,李德炎,8618100,普利桥街,,,其他,,,5,5
7132,431103102388,永州市普利桥镇普利桥镇,日用品货摊,431103102388,李宜季,李宜季,8612805,普利桥街,,,其他,,,5,5
7133,431103102389,永州市普利桥镇普利桥镇,服装店,431103102389,潘前辅,潘前辅,8627809,普利桥街,,,其他,,,5,5
7134,431103102390,永州市普利桥镇普利桥镇,服装店,431103102390,王志华,王志华,8612505,普利桥街,,,其他,,,5,5
7135,431103102391,永州市普利桥镇普利桥镇,家具店,431103102391,潘前国,潘前国,8613201,普利桥街,,,其他,,,5,5
7136,431103102392,永州市普利桥镇普利桥镇,水果货摊店,431103102392,王珍文,王珍文,8613209,普利桥街,,,其他,,,5,5
7137,431103102393,永州市普利桥镇普利桥镇,水果货摊店,431103102393,潘前富,潘前富,8627728,普利桥街,,,其他,,,5,5
7138,431103102394,永州市普利桥镇普利桥镇,副食摊店,431103102394,罗金山,罗金山,13204968012,普利桥街,,,其他,,,5,5
7139,431103102395,永州市普利桥镇普利桥镇,水果货摊店,431103102395,冯赛英,冯赛英,8627203,普利桥街,,,其他,,,5,5
5230,431103102396,永州市普利桥镇普利桥镇,水果蔬菜店,431103102396,蒋先砖,蒋先砖,8793052,普利桥街,,,其他,,,5,5
5231,431103102397,永州市普利桥镇普利桥镇,家具店,431103102397,王锡武,王锡武,8612296,普利桥街,,,其他,,,5,5
5232,431103102398,永州市普利桥镇普利桥镇,水果货摊店,431103102398,潘长林,潘长林,8627327,普利桥街,,,其他,,,5,5
5233,431103102399,永州市普利桥镇普利桥镇,水果货摊店,431103102399,伍和田,伍和田,8612328,普利桥街,,,其他,,,5,5
5234,431103102400,永州市普利桥镇普利桥镇,水果货摊店,431103102400,王锡民,王锡民,8612411,普利桥街,,,其他,,,5,5
5235,431103102401,永州市普利桥镇普利桥镇,小商品货摊,431103102401,蒋志军,蒋志军,8612745,普利桥街,,,其他,,,5,5
5236,431103102402,永州市普利桥镇普利桥镇,水果货摊店,431103102402,蒋先迪,蒋先迪,8795989,普利桥街,,,其他,,,5,5
5237,431103102403,永州市普利桥镇普利桥镇,水果货摊零售,431103102403,王世凤,王世凤,8612709,普利桥街,,,其他,,,5,5
5238,431103102404,永州市普利桥镇普利桥镇,水果货摊店,431103102404,朱华和,朱华和,8613225,普利桥街,,,其他,,,5,5
5239,431103102405,永州市普利桥镇普利桥镇,肉制品店,431103102405,王小平,王小平,1374612867,普利桥街,,,其他,,,5,5
5240,431103102406,永州市普利桥镇普利桥镇,水果货摊店,431103102406,蒋崇勋,蒋崇勋,8613874,普利桥街,,,其他,,,5,5
5241,431103102407,永州市普利桥镇普利桥镇,家具店,431103102407,蒋当先,蒋当先,8797740,普利桥街,,,其他,,,5,5
5242,431103102408,永州市普利桥镇普利桥镇,服装店,431103102408,唐端生,唐端生,8774567,普利桥街,,,其他,,,5,5
5243,431103102409,永州市普利桥镇普利桥镇,水果货摊店,431103102409,潘前礼,潘前礼,8612361,普利桥街,,,其他,,,5,5
5244,431103102410,永州市普利桥镇普利桥镇,水果货摊店,431103102410,李登义,李登义,8627327,普利桥街,,,其他,,,5,5
5245,431103102411,永州市普利桥镇普利桥镇,水果货摊店,431103102411,蒋德宝,蒋德宝,13974605932,普利桥街,,,其他,,,5,5
5246,431103102412,永州市普利桥镇普利桥镇,水果货摊店,431103102412,潘尚亮,潘尚亮,8612277,普利桥街,,,其他,,,5,5
5247,431103102413,永州市普利桥镇普利桥镇,水果货摊店,431103102413,冯德杰,冯德杰,8612555,普利桥街,,,其他,,,5,5
5248,431103102414,永州市普利桥镇普利桥镇,水果货摊店,431103102414,朱华新,朱华新,8612579,普利桥街,,,其他,,,5,5
5249,431103102415,永州市普利桥镇普利桥镇,水果货摊店,431103102415,周善春,周善春,8312451,普利桥街,,,其他,,,5,5
5250,431103102416,永州市普利桥镇普利桥镇,普利桥农技推广站,431103102416,冯德富,冯德富,13974601466,普利街中段,,,其他,,,5,5
